32,8,1,25,Cor SPGR rfmt pre
3883.34,93.824,12,90,COR FSE T2
6.593,2.38,1,65,Cor FIESTA rfmt
150,1.448,1,70,Calibration Scan
4150,95.68,12,90,AX T2 FSE
4200,110.2,12,90,AX T2 FSE
500,13,1,90,Ax T1 POST
32,8,1,25,Ax SPGR rfmt pre
6.593,2.38,1,65,Ax 3D FIESTA Hi Res
27,3.4,1,20,3DTOF (CHECK RAMP PULSE)
25,3.4,1,20,3DTOF (CHECK RAMP PULSE)
32,8,1,25,3D SPGR SAGITTAL
26,19.2,1,15,SWI_Images
11.93,5.97,1,50,sag ciss rfmt
742,9.1,1,90,Pre Ax T1
2530,1.66,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS
2530,1.66,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco
400,9.1,1,90,post ax T1 with swap phase small stack
742,9.1,1,90,post ax T1 2 minutes post end hand injection 3 mm
26,19.2,1,15,mIP_Images(SW)
11213,111,1,90,LOWB
80,5,1,40,LOCALIZER
80,5,1,40,LOCALIZER
,,,,FA color
11213,111,1,90,FA
11213,111,1,90,EXP
11213,111,1,90,DWI
2530,1.66,1,7,cor mprage post rfmt
11.93,5.97,1,50,cor ciss rfmt
11.93,5.97,1,50,CISS
2530,1.66,1,7,axial mprage post rfmt
7780,97,11,150,Ax T2 3 mm
9000,90,13,150,Ax FLAIR T2
11213,111,1,90,AX DIFFUSION_12 dir_b=1000
11213,111,1,90,ADC
26,19.2,1,15,SWI_Images
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
26,19.2,1,15,Pha_Images
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
26,19.2,1,15,mIP_Images(SW)
26,19.2,1,15,Mag_Images
3320,92,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
3320,92,1,90,FA
3320,92,1,90,EXP
3320,92,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
581.76,4.8,1,12,CSI_GREshim
6440,202,11,150,Cor T2 3 mm under 24 months
2530,1.74,1,7,Cor MEMPRAGE RFMT
1500,82,256,150,axial T2 HASTE only if you plan to do MRS
9850,202,11,150,Ax T2 3 mm use for pts under 24 months of age
2530,1.74,1,7,Ax MEMPRAGE RFMT
3320,92,1,90,Ax DIFFUSION
3320,92,1,90,ADC
,,,,3D_csi_laser_1cc_TE30ms
,,,,3D_csi_laser_1cc_TE288ms
1530.65,118.864,1,90,Sag T2 SSFE
833.24,123.6,1,90,Cor T2 SSFE ASSET
1157.51,122.512,1,90,Ax T2 SSFE
5000,20,2,40,Ax EPI Susceptibility
2530,1.74,1,7,coronal mpr rfmt
5000,355,147,120,coronal flair space rfmt
2530,1.74,1,7,axial mpr rfmt
5000,355,147,120,axial flair space rfmt
26,19.2,1,15,SWI_Images
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.64,1,7,Sag T1 MEMPRAGE 1 mm 4e nomoco RMS
2530,1.64,1,7,Sag T1 MEMPRAGE 1 mm 4e nomoco
26,19.2,1,15,mIP_Images(SW)
8440,90,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
8440,90,1,90,FA
8440,90,1,90,EXP
8440,90,1,90,DWI
3700,202,11,150,Cor T2 3 mm under 24 months
5000,355,147,120,COR FLAIR MPR
1300,82,256,150,axial T2 HASTE
9760,202,11,150,Ax T2 3 mm use for pts under 24 months of age
8440,90,1,90,AX DIFFUSION_30 dir_b=1000
2530,1.64,1,7,AX  MPR
5000,355,147,120,AX  FLAIR MPR
8440,90,1,90,ADC
,,,,3D_csi_laser_1cc_TE30ms
,,,,3D_csi_laser_1cc_TE288ms
26,19.2,1,15,SWI_Images
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
26,19.2,1,15,mIP_Images(SW)
10011.1,90,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
10011.1,90,1,90,FA
10011.1,90,1,90,EXP
10011.1,90,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
4800,92,11,150,Cor T2 3 mm over 24 months
2530,1.64,1,7,Cor Post MPR
2530,1.74,1,7,Cor Mprage MPR
5000,355,147,120,Cor Flair MPR
4213.6,97,11,150,Ax T2 3 mm use for pts over 24 months
772,9.1,1,90,Ax T1 post gad 2 minutes post injection
5000,355,147,120,Ax Flair MPR
10011.1,90,1,90,AX DIFFUSION_30 dir_b=1000
2530,1.64,1,7,Ax  Post MPR
2530,1.74,1,7,Ax  Mprage MPR
10011.1,90,1,90,ADC
26,19.2,1,15,SWI_Images
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
26,19.2,1,15,mIP_Images(SW)
8440,90,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
8440,90,1,90,FA
8440,90,1,90,EXP
8440,90,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
6500,92,11,150,Cor T2 3 mm over 24 months
2530,1.74,1,7,Cor MPRAGE  MPR
5000,355,147,120,Cor FLAIR MPR
1500,82,256,150,axial T2 HASTE only if you plan to do MRS
8110,97,11,150,Ax T2 3 mm use for pts over 24 months
5000,355,147,120,AX FLAIR MPR
8440,90,1,90,AX DIFFUSION_30 dir_b=1000
2530,1.74,1,7,AX  MPRAGE  MPR
8440,90,1,90,ADC
,,,,3D_csi_laser_1cc_TE30ms
,,,,3D_csi_laser_1cc_TE288ms
,,,,PhoenixZIPReport
6500,110.9,1,90,ZERO-B
12000,32.8,1,90,SUSCEPTIBILITY EPI
,,,,Screen Save
6500,110.9,1,90,FA (color)
6500,110.9,1,90,FA
6500,110.9,1,90,EXP
6500,110.9,1,90,DWI
616.668,27,1,90,COR T1 POST
32,8,1,25,COR SPGR PRE
3916.67,94.656,12,90,COR FSE T2
150,1.448,1,70,Calibration Scan
416.668,18,1,90,Ax T1 Pre
616.668,18,1,90,Ax T1 Pre
450,18,1,90,Ax T1 post
32,8,1,25,AX SPGR PRE
6500,110.9,1,90,Ax DIFF Pedi
6500,110.9,1,90,ADC
32,8,1,25,3D SPGR SAGITTAL PRE
3716.67,96.88,12,90, AX T2 FSE
3616.67,94.4,12,90, AX T2 FSE
12000,26.9,1,90,SUSCEPTIBILITY EPI
1530.65,118.864,1,90,Sag T2 SSFE
833.24,123.12,1,90,Cor T2 SSFE ASSET
1157.51,121.904,1,90,Ax T2 SSFE
26,19.2,1,15,SWI_Images
2530,1.64,1,7,Sag T1 MEMPRAGE 1 mm 4e nomoco RMS
2530,3.5,1,7,Sag T1 MEMPRAGE 1 mm 4e nomoco
26,19.2,1,15,mIP_Images(SW)
9091.6,111,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
9091.6,111,1,90,FA
9091.6,111,1,90,EXP
9091.6,111,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
2530,1.64,1,7,CORONAL MPRAGE RFMT
12.19,6.1,1,50,COR CISS REFORMAT
12.19,6.1,1,50,CISS
1500,82,256,150,axial T2 HASTE
12.19,6.1,1,50,AXIAL CISS REFORMAT
9760,202,11,150,Ax T2 3 mm use for pts under 24 months of age
2530,1.64,1,7,AX MPRAGE RFMT
9091.6,111,1,90,AX DIFFUSION_30 dir_b=1000
9091.6,111,1,90,ADC
,,,,3D_csi_laser_1cc_TE30ms
,,,,3D_csi_laser_1cc_TE288ms
,,,,PhoenixZIPReport
11.69,5.85,1,50,T-L COR REFORMAT
11.69,5.85,1,50,T-L AX CISS REFORMAT
11.69,5.85,1,50,T-L  Sag CISS
26,19.2,1,15,SWI_Images
500,9.1,1,90,Pre Ax T1
613,9.3,3,150,Post T1Sag lower thoracic and lumbosacral spine
603,9.3,3,150,Post T1Sag Cervical- Thoracic spine REPEAT SWAP
603,9.3,3,150,Post T1Sag Cervical- Thoracic spine
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco
500,9.1,1,90,post ax T1 2 minutes post end hand injection 3 mm
26,19.2,1,15,mIP_Images(SW)
10910,111,1,90,LOWB
20,5.08,1,30,localizer LOWER
80,5,1,40,LOCALIZER
80,5,1,40,LOCALIZER
20,5.08,1,30,localizer
,,,,FA color
10910,111,1,90,FA
10910,111,1,90,EXP
10910,111,1,90,DWI
3500,107,17,150,counting T2 sag do either counting T1 or the T2 both not both
2530,1.64,1,7,COR REFORMAT POST
12.19,6.1,1,50,CISS AX POST FOSSA
11.69,5.85,1,50,C-T Sag CISS
11.69,5.85,1,50,C-T COR CISS REFORMAT
4100,97,11,150,Ax T2 3 mm
2530,1.64,1,7,AX REFORMAT POST
9000,87,13,150,Ax FLAIR T2
10910,111,1,90,AX DIFFUSION_12 dir_b=1000
11.69,5.85,1,50,AX CISS REFORMAT
10910,111,1,90,ADC
9200,113.4,1,90,ZERO-B
6.208,2.3,1,65,SAG FIESTA
9200,113.4,1,90,FA (color)
9200,113.4,1,90,FA
9200,113.4,1,90,EXP
9200,113.4,1,90,DWI
32,8,1,25,COR POST RFMT
32,8,1,25,AXIAL MPRAGE POST RFMT
6.208,2.3,1,65,AXIAL FIESTA REFORMAT PRE
4150,95.6,12,90,AX T2 FSE
550,13,1,90,Ax T1 Pre
383.336,20,1,90,Ax T1 POST (2 MIN POST INJ)
383.336,20,1,90,Ax Subtracted (10-7)
11002,123.832,1,90,AX FLAIR
5000,20,2,40,Ax EPI Susceptibility
9200,113.4,1,90,Ax DIFF Pedi
9200,113.4,1,90,ADC
32,8,1,25,3D SPGR SAGITTAL (8 Minutes post)
6.208,2.3,1,65, COR FIESTA REFORMAT PRE
8600,101.1,1,90,ZERO-B
,,,,Tumor Volume
32,8,1,25,sag mprage post rfmt
6.216,2.352,1,65,SAG FIESTA
8600,101.1,1,90,FA (color)
8600,101.1,1,90,FA
8600,101.1,1,90,EXP
8600,101.1,1,90,DWI
6.216,2.352,1,65,COR FIESTA RFMT
150,1.448,1,70,Calibration Scan
32,8,1,25,axial mprage post rfmt
6.216,2.352,1,65,AXIAL FIESTA RFMT
6100,95.72,12,90,AX T2 FSE
566.668,13,1,90,Ax T1 Pre
533.336,20,1,90,Ax T1 POST (2 MIN POST INJ)
11002,121.256,1,90,AX FLAIR
11002,121.256,1,90,AX FLAIR
5000,20,2,40,Ax EPI Susceptibility
8600,101.1,1,90,Ax DIFF Pedi
8600,101.1,1,90,ADC
32,8,1,25,3D SPGR SAGITTAL (8 Minutes post)
1530.65,118.592,1,90,Sag T2 SSFE
833.24,123.12,1,90,Cor T2 SSFE ASSET
1157.51,121.904,1,90,Ax T2 SSFE
26,19.2,1,15,SWI_Images
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
26,19.2,1,15,Pha_Images
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
26,19.2,1,15,mIP_Images(SW)
26,19.2,1,15,Mag_Images
3320,92,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
3320,92,1,90,FA
3320,92,1,90,EXP
3320,92,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
6500,92,11,150,Cor T2 3 mm over 24 months
5000,355,147,120,COR SPACE FLAIR RFMT
2530,1.74,1,7,COR MPRAGE RFMT
1500,82,256,150,axial T2 HASTE only if you plan to do MRS
5000,355,147,120,AXIAL SPACE FLAIR RFMT
2530,1.74,1,7,AXIAL MPRAGE RFMT
7780,97,11,150,Ax T2 3 mm use for pts over 24 months
3320,92,1,90,Ax DIFFUSION
3320,92,1,90,ADC
,,,,3D_csi_laser_2cc_TE30ms
,,,,3D_csi_laser_2cc_TE288ms
5625,110.3,1,90,ZERO-B
683.336,14,1,90,SAG T1
32,8,1,25,SAG SPGR POST RFMT
6.698,2.336,1,65,RT SAG FIESTA RFMT
6.698,2.336,1,65,RT COR FIESTA RFMT
483.336,18.048,2,90,Pre AX T1 ORBITS no fs
666.668,18.104,2,90,Post Sag 8 min T1 right ORBIT
600,17.912,2,90,Post COR 8 min T1 left ORBIT
483.336,18.048,2,90,post AX T1 ORBITS no fs
6.698,2.336,1,65,LT SAG FIESTA RFMT
6.698,2.336,1,65,LT COR FIESTA RFMT
5.536,1.692,1,30,Localizer
5625,110.3,1,90,FA (color)
5625,110.3,1,90,FA
5625,110.3,1,90,EXP
5625,110.3,1,90,DWI
32,8,1,25,COR SPGR POST RFMT
3466.67,102.24,12,90,COR FSE T2 ORBITS-FS
150,1.372,1,70,Calibration Scan
4133.34,95.36,12,90,AX T2 FSE
483.336,13,1,90,Ax T1 Pre
5000,20,2,40,Ax EPI Susceptibility
5625,110.3,1,90,Ax DIFF Pedi
6.698,2.336,1,65,Ax 3D FIESTA Hi Res
5625,110.3,1,90,ADC
32,8,1,25,3D SPGR SAGITTAL (8 Minutes post)
483.336,25,1,90,RT. SAG T1 ORBITS POST
8.699,2.572,1,65,RT. SAG FIESTA RFMT
8.699,2.572,1,65,RT. COR FIESTA RFMT
483.336,25,1,90,LT. SAG T1 ORBITS POST
8.699,2.572,1,65,LT. SAG FIESTA RFMT
8.699,2.572,1,65,LT. COR FIESTA RFMT
5.536,1.692,1,30,Localizer
32,8,1,25,COR SPGR POST RFMT
5483.34,92.864,12,90,COR FSE T2 ORBITS-FS
150,1.372,1,70,Calibration Scan
5866.67,95.8,12,90,AX T2 FSE
683.336,13,1,90,Ax T1 Pre
450,10,1,90,AX T1 ORBITS  POST
450,10,1,90,AX T1 ORBITS
32,8,1,25,AX SPGR POST RFMT
11002,123.648,1,90,AX FLAIR
8.699,2.572,1,65,Ax 3D FIESTA Hi Res
32,8,1,25,3D SPGR SAGITTAL (8 Minutes post)
1500,82,87,150,sag T2 HASTE
1500,82,87,147,cor T2 HASTE
1500,82,87,150,cor T2 HASTE
1500,82,87,150,axial T2 HASTE
1500,82,87,150,axial T2 HASTE
1500,82,87,150,axial T2 HASTE
3.15,1.37,1,8,AAHScout_MPR_tra
3.15,1.37,1,8,AAHScout_MPR_tra
3.15,1.37,1,8,AAHScout_MPR_sag
3.15,1.37,1,8,AAHScout_MPR_sag
3.15,1.37,1,8,AAHScout_MPR_cor
3.15,1.37,1,8,AAHScout_MPR_cor
3.15,1.37,1,8,AAHScout
3.15,1.37,1,8,AAHScout
,,,,Screen Save
1520.08,116.992,1,90,Sag T2 SSFE
822.676,118.944,1,90,Cor T2 SSFE ASSET
150,1.372,1,70,Calibration Scan
1146.94,120.672,1,90,Ax T2 SSFE
5000,20,2,40,Ax EPI Susceptibility
1520.08,116.992,1,90,Sag T2 SSFE
1020.14,120.96,1,90,REPEAT Ax T2 SSFE
759.276,118.72,1,90,Cor T2 SSFE ASSET
1020.14,120.96,1,90,Ax T2 SSFE
5000,20,2,40,Ax EPI Susceptibility
6500,90.3,1,90,ZERO-B
,,,,Screen Save
500,14,1,90,SAG T1
22,6,1,20,Sag SPGR
78.3,47.924,10,15,O-Ax 3D SWAN
5.124,1.464,1,30,Localizer
6500,90.3,1,90,FA (color)
6500,90.3,1,90,FA
6500,90.3,1,90,EXP
6500,90.3,1,90,DWI
22,6,1,20,COR SPGR REFRMT
150,1.488,1,70,Calibration Scan
4583.34,111.2,12,90,AX T2
22,6,1,20,AX SPGR REFRMT
6500,90.3,1,90,Ax DIFF Pedi
6500,90.3,1,90,ADC
5000,93,1,90,ZERO-B
1606.26,114.56,1,90,SSFSE Sag
1558.37,122.672,1,90,SSFSE Coronal
1581.67,123.2,1,90,SSFSE Axial
1581.67,123.2,1,90,SSFSE Axial
5000,93,1,90,FA (color)
5000,93,1,90,FA
5000,93,1,90,EXP
5000,20,2,40,EPI susceptibility
5000,93,1,90,DWI
150,1.472,1,70,Calibration Scan
5000,93,1,90,Ax DIFF
5000,93,1,90,ADC
1530.65,123.216,1,90,Sag T2 SSFE
822.676,118.944,1,90,Cor T2 SSFE ASSET
1146.94,121.536,1,90,Ax T2 SSFE
5000,20.6,2,40,Ax EPI Susceptibility
5625,89.9,1,90,ZERO-B
,,,,Screen Save
21,6,1,20,Sag SPGR
5.9,2.216,1,65,SAG FIESTA RFMT
5625,89.9,1,90,FA (color)
5625,89.9,1,90,FA
5625,89.9,1,90,EXP
5625,89.9,1,90,DWI
5.9,2.216,1,65,COR FIESTA RFMT
21,6,1,20,COR  SPGR RFMT
7050,194.712,12,90,Ax T2 Under 24 Months
21,6,1,20,AX SPGR RFMT
5000,20,2,40,Ax EPI Susceptibility
5625,89.9,1,90,Ax DIFF Pedi
78.3,49.74,11,15,Ax 3D SWAN
5.9,2.216,1,65,Ax 3D FIESTA Hi Res
5625,89.9,1,90,ADC
,,,,Screen Save
1530.65,122.672,1,90,Sag T2 SSFE
822.676,118.944,1,90,Cor T2 SSFE ASSET
1146.94,120.672,1,90,Ax T2 SSFE
26,19.2,1,15,SWI_Images
5000,355,147,120,sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
4000,13,1,90,relCBF
4000,13,1,90,Perfusion_Weighted
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
4000,13,1,90,MoCoSeries
26,19.2,1,15,mIP_Images(SW)
10001,111,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
10001,111,1,90,FA
10001,111,1,90,EXP
4000,13,1,90,ep2d_tra_pasl_pedi_0-5 years old
10001,111,1,90,DWI
5000,355,147,120,COR SPACE FLAIR MPR
2530,1.74,1,7,COR MPRAGE MPR
5840,97,11,150,Ax T2 4mm
5000,355,147,120,AX SPACE FLAIR MPR
2530,1.74,1,7,AX MPRAGE MPR
10001,111,1,90,AX DIFFUSION_12 dir_b=1000
10001,111,1,90,ADC
,,,,3D_csi_laser_4cc_TE30ms
,,,,3D_csi_laser_4cc_TE288ms
1530.65,118.32,1,90,Sag T2 SSFE
833.24,123.12,1,90,Cor T2 SSFE ASSET
1157.51,122.208,1,90,Ax T2 SSFE
5000,22.2,2,40,Ax EPI Susceptibility
1530.65,118.592,1,90,Sag T2 SSFE
833.24,122.64,1,90,Cor T2 SSFE ASSET
150,1.472,1,70,Calibration Scan
1157.51,120.688,1,90,Ax T2 SSFE
5000,22.9,2,40,Ax EPI Susceptibility
11.51,5.76,1,50,T-L Sag CISS
20,5.08,1,30,T-L localizer
26,19.2,1,15,SWI_Images
2340,93,11,150,sag t2 loc
12.19,6.1,1,50,SAG CISS RFMT BRAIN
772,9.1,1,90,Pre Ax T1
667,9.7,3,150,Post T1Sag lower thoracic and lumbosacral spine
500,9.7,3,150,Post T1Sag Cervical- Thoracic spine REPEAT SPF
500,9.7,3,150,Post T1Sag Cervical- Thoracic spine
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco
772,9.1,1,90,post ax T1 2 minutes post end hand injection 3 mm
26,19.2,1,15,mIP_Images(SW)
10610,111,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
10610,111,1,90,FA
10610,111,1,90,EXP
10610,111,1,90,DWI
2600,111,17,150,counting T2 sag loc
2530,1.64,1,7,CORONAL MPR RFMT POST
11.51,5.76,1,50,CORONAL CISS RFMT L-SP
12.19,6.1,1,50,CORONAL CISS RFMT BRAIN
12.19,6.1,1,50,CISS
20,5.08,1,30,C-T localizer
11.51,5.76,1,50,AXIAL RFMT CISS L-SP
2530,1.64,1,7,AXIAL MPR RFMT POST
4100,97,11,150,Ax T2 3 mm
9000,87,13,150,Ax FLAIR T2
10610,111,1,90,AX DIFFUSION_12 dir_b=1000
10610,111,1,90,ADC
8100,97.9,1,90,ZERO-B
4783.34,112.14,33,90,SAG T2 FRFSE COUNTING
6.777,2.488,1,65,SAG FIESTA RFMTs
6.777,2.488,1,65,SAG FIESTA REFORMATs
5.368,2.008,1,65,SAG 3D T/L FIESTA Hi Res
5.552,2.06,1,65,SAG 3D C/T FIESTA Hi Res
5.096,1.448,1,30,Sag 3-Plane Loc
5.072,1.436,1,30,Sag 3-Plane Loc
416.668,7.552,3,90,L-Sag T1 FSE Post
8100,97.9,1,90,FA (color)
8100,97.9,1,90,FA
8100,97.9,1,90,EXP
8100,97.9,1,90,DWI
6.777,2.488,1,65,CORONAL FIEST REFORMATs
5.368,2.008,1,65,COR TL FIESTA RFMT
32,8,1,25,COR POST SPGR
6.777,2.488,1,65,COR FIESTA RFMTs
5.552,2.06,1,65,COR CT FIESTA RFMTs
150,1.448,1,70,Calibration Scan
400,7.56,3,90,C-T Sag T1 FSE Post
5.368,2.008,1,65,AXIAL TL FIESTA RFMT
32,8,1,25,AXIAL POST SPGR
5.552,2.06,1,65,AXIAL CT FIESTA RFMTs
4150,95.72,12,90,AX T2 FSE
583.336,14,1,90,Ax T1 Pre
383.336,20,1,90,Ax T1 POST (2 MIN POST INJ)
383.336,20,1,90,Ax Subtracted (11-6)
11002,131.284,1,90,AX FLAIR
6.777,2.488,1,65,Ax FIESTA
5000,20,2,40,Ax EPI Susceptibility
8100,97.9,1,90,Ax DIFF Pedi
8100,97.9,1,90,ADC
32,8,1,25,3D SPGR SAGITTAL (8 Minutes post)
,,,,3D Saved State - AutoSave
,,,,3D Saved State - AutoSave
,,,,3D Saved State - AutoSave
,,,,3D Saved State - AutoSave
,,,,3D Saved State - AutoSave
,,,,3D Saved State - AutoSave
26,19.2,1,15,SWI_Images
757,9.1,1,90,Pre Ax T1
2530,1.64,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS
2530,3.5,1,7,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco
550,9.1,1,90,post ax T1 2 minutes post end hand injection 3 mm
26,19.2,1,15,mIP_Images(SW)
10460,111,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
10460,111,1,90,FA
10460,111,1,90,EXP
10460,111,1,90,DWI
2530,1.64,1,7,Cor Post MPR
12.19,6.1,1,50,CISS
8103,97,11,150,Ax T2 3 mm
2530,1.64,1,7,AX Post MPR
9000,87,13,150,Ax FLAIR T2
10460,111,1,90,AX DIFFUSION_12 dir_b=1000
10460,111,1,90,ADC
,,,,Screen Save
1530.65,123.216,1,90,Sag T2 SSFE
822.676,119.392,1,90,Cor T2 SSFE ASSET
1146.94,121.248,1,90,Ax T2 SSFE
7500,102.6,1,90,ZERO-B
650,12.888,2,90,Sag T1 Post (3mm)
22,6,1,20,Sag SPGR
6.472,2.436,1,65,Sag 3D FIESTA
7500,102.6,1,90,FA (color)
7500,102.6,1,90,FA
7500,102.6,1,90,EXP
7500,102.6,1,90,DWI
366.668,13,1,90,Cor T1 Pre (2mm)
416.668,13,1,90,Cor T1 Post (2mm)
22,6,1,20,COR SPGR RFMT
6.472,2.436,1,65,cor fiesta rfmt
150,1.372,1,70,Calibration Scan
22,6,1,20,AXIAL SPGR RFMT
6.472,2.436,1,65,axial fiesta rfmt
6216.67,196.368,12,90,AX T2
10002,125.672,1,90,AX FLAIR
5000,20,2,40,Ax EPI Susceptibility
7500,102.6,1,90,Ax DIFF (12 Directions)
7500,102.6,1,90,ADC
26,19.2,1,15,SWI_Images
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
4000,13,1,90,relCBF
28,6.15,1,60,PJN
28,6.15,1,60,PJN
28,6.15,1,60,PJN
28,6.15,1,60,PJN
4000,13,1,90,Perfusion_Weighted
11,5.2,1,2,Nav Set (include only head with chin in FOV)
11,5.2,1,2,Nav Set (include only head with chin in FOV)
4000,13,1,90,MoCoSeries
26,19.2,1,15,mIP_Images(SW)
9091.6,111,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
9091.6,111,1,90,FA
9091.6,111,1,90,EXP
4000,13,1,90,ep2d_tra_pasl_pedi_0-5 years old
9091.6,111,1,90,DWI
581.76,4.8,1,12,CSI_GREshim
2530,1.74,1,7,Cor MPRAGE MPR
28,6.15,1,60,Cor 2D TOF MRV p2_MIP_TRA
28,6.15,1,60,Cor 2D TOF MRV p2_MIP_SAG
28,6.15,1,60,Cor 2D TOF MRV p2_MIP_COR
28,6.15,1,60,Cor 2D TOF MRV p2
9760,202,11,150,Ax T2 3 mm use for pts under 24 months of age
9091.6,111,1,90,AX DIFFUSION_30 dir_b=1000
2530,1.74,1,7,AX  MPRAGE MPR
9091.6,111,1,90,ADC
,,,,3D_csi_laser_1cc_TE30ms
,,,,3D_csi_laser_1cc_TE288ms
1500,82,256,150,sag T2 HASTE
80,5,1,40,LOCALIZER
1500,82,256,150,cor T2 HASTE
1500,82,256,150,axial T2 HASTE
30,20,1,15,SWI_Images
3000,108,11,150,Sag T2 3 mm
3000,108,11,150,Sag T2 3 mm
2530,1.88,1,7,Sag MEMPRAGE RMS
2530,1.88,1,7,Sag MEMPRAGE
30,20,1,15,mIP_Images(SW)
80,5,1,40,LOCALIZER
6500,99,59,90,DIFFUSION_TRACEW
6500,99,59,90,DIFFUSION_FA
6500,99,59,90,DIFFUSION_EXP
,,,,DIFFUSION_ColFA
6500,99,59,90,DIFFUSION_ADC
6500,99,59,90,DIFFUSION
4000,108,11,150,Cor T2 3 mm
2530,1.88,1,7,COR PRE MPRAGE RFMT
4370,158,11,150,Ax T2 3 mm under 24 months
2530,1.88,1,7,AX PRE MPRAGE RFMT
,,,,Screen Save
1530.65,122.944,1,90,Sag T2 SSFE
822.676,119.84,1,90,Cor T2 SSFE ASSET
1146.94,121.248,1,90,Ax T2 SSFE
26,19.2,1,15,SWI_Images
,,,,Single Voxel TE=35
,,,,Single Voxel TE=288
5000,355,147,120,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso
2530,1.74,1,7,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS
4000,13,1,90,relCBF
26,19.2,1,15,Pha_Images
4000,13,1,90,Perfusion_Weighted
11,5.2,1,2,Nav Set (include only head with chin in FOV)
4000,13,1,90,MoCoSeries
26,19.2,1,15,mIP_Images(SW)
26,19.2,1,15,Mag_Images
3320,92,1,90,LOWB
80,5,1,40,LOCALIZER
,,,,FA color
3320,92,1,90,FA
3320,92,1,90,EXP
4000,13,1,90,ep2d_tra_pasl_pedi_0-5 years old
3320,92,1,90,DWI
581.76,9.6,1,12,CSI_GREshim
6440,202,11,150,Cor T2 3 mm under 24 months
5000,355,147,120,COR SPACE FLAIR RFMT
2530,1.74,1,7,COR MPRAGE RFMT
1500,82,256,150,axial T2 HASTE only if you plan to do MRS
5000,355,147,120,AXIAL SPACE FLAIR RFMT
2530,1.74,1,7,AXIAL MPRAGE RFMT
9760,202,11,150,Ax T2 3 mm use for pts under 24 months of age
3320,92,1,90,Ax DIFFUSION
3320,92,1,90,ADC
,,,,3D_csi_laser_4cc_TE30ms
,,,,3D_csi_laser_4cc_TE288ms
26,19.2,1,15,SWI_Images
,,,,Single Voxel TE=35 WHITE
